# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_walking_rpy.bag'
# timestamp tx ty tz qx qy qz qw
1341846648.4953 -0.5652 -2.7833 1.4852 -0.7788 -0.0787 0.0604 0.6193
1341846648.5094 -0.5640 -2.7831 1.4852 -0.7800 -0.0803 0.0619 0.6176
1341846648.5153 -0.5630 -2.7824 1.4854 -0.7781 -0.0809 0.0632 0.6197
1341846648.5253 -0.5615 -2.7819 1.4853 -0.7784 -0.0829 0.0646 0.6189
1341846648.5353 -0.5601 -2.7815 1.4847 -0.7789 -0.0853 0.0652 0.6179
1341846648.5454 -0.5586 -2.7809 1.4846 -0.7794 -0.0864 0.0660 0.6170
1341846648.5553 -0.5573 -2.7802 1.4844 -0.7801 -0.0865 0.0679 0.6159
1341846648.5653 -0.5556 -2.7796 1.4843 -0.7809 -0.0874 0.0679 0.6147
1341846648.5756 -0.5539 -2.7790 1.4843 -0.7811 -0.0883 0.0683 0.6144
1341846648.5853 -0.5522 -2.7785 1.4842 -0.7820 -0.0892 0.0683 0.6130
1341846648.5965 -0.5501 -2.7777 1.4841 -0.7842 -0.0923 0.0684 0.6098
1341846648.6097 -0.5486 -2.7771 1.4843 -0.7823 -0.0940 0.0703 0.6118
1341846648.6153 -0.5472 -2.7764 1.4841 -0.7818 -0.0962 0.0740 0.6116
1341846648.6253 -0.5453 -2.7758 1.4841 -0.7818 -0.0988 0.0765 0.6108
1341846648.6354 -0.5432 -2.7750 1.4843 -0.7815 -0.1013 0.0780 0.6106
1341846648.6455 -0.5412 -2.7744 1.4845 -0.7810 -0.1021 0.0794 0.6110
1341846648.6553 -0.5392 -2.7736 1.4846 -0.7801 -0.1027 0.0804 0.6120
1341846648.6654 -0.5375 -2.7729 1.4845 -0.7796 -0.1026 0.0819 0.6123
1341846648.6754 -0.5350 -2.7723 1.4847 -0.7795 -0.1045 0.0815 0.6123
1341846648.6853 -0.5332 -2.7715 1.4850 -0.7793 -0.1042 0.0848 0.6121
1341846648.6969 -0.5310 -2.7705 1.4848 -0.7795 -0.1063 0.0867 0.6111
1341846648.7054 -0.5286 -2.7694 1.4850 -0.7793 -0.1093 0.0887 0.6106
1341846648.7153 -0.5265 -2.7685 1.4850 -0.7788 -0.1112 0.0919 0.6105
1341846648.7253 -0.5247 -2.7678 1.4849 -0.7789 -0.1124 0.0954 0.6096
1341846648.7355 -0.5222 -2.7668 1.4850 -0.7785 -0.1138 0.0968 0.6096
1341846648.7454 -0.5200 -2.7659 1.4851 -0.7780 -0.1142 0.0989 0.6099
1341846648.7553 -0.5178 -2.7651 1.4853 -0.7772 -0.1141 0.1004 0.6106
1341846648.7653 -0.5155 -2.7643 1.4854 -0.7770 -0.1144 0.1006 0.6108
1341846648.7754 -0.5133 -2.7634 1.4854 -0.7765 -0.1147 0.1010 0.6113
1341846648.7853 -0.5111 -2.7624 1.4856 -0.7758 -0.1148 0.1018 0.6121
1341846648.7972 -0.5094 -2.7612 1.4854 -0.7750 -0.1147 0.1035 0.6128
1341846648.8054 -0.5069 -2.7605 1.4856 -0.7752 -0.1171 0.1047 0.6119
1341846648.8153 -0.5052 -2.7594 1.4854 -0.7744 -0.1182 0.1086 0.6120
1341846648.8254 -0.5033 -2.7571 1.4852 -0.7739 -0.1181 0.1099 0.6124
1341846648.8354 -0.5008 -2.7557 1.4849 -0.7750 -0.1203 0.1113 0.6104
1341846648.8454 -0.4988 -2.7547 1.4848 -0.7755 -0.1209 0.1134 0.6092
1341846648.8553 -0.4972 -2.7536 1.4847 -0.7755 -0.1206 0.1157 0.6088
1341846648.8653 -0.4949 -2.7526 1.4851 -0.7751 -0.1217 0.1150 0.6092
1341846648.8754 -0.4932 -2.7513 1.4850 -0.7749 -0.1223 0.1161 0.6092
1341846648.8853 -0.4913 -2.7502 1.4851 -0.7750 -0.1233 0.1168 0.6088
1341846648.8953 -0.4894 -2.7490 1.4849 -0.7758 -0.1259 0.1180 0.6069
1341846648.9066 -0.4875 -2.7476 1.4846 -0.7768 -0.1277 0.1204 0.6048
1341846648.9153 -0.4857 -2.7463 1.4846 -0.7762 -0.1299 0.1242 0.6044
1341846648.9253 -0.4840 -2.7452 1.4847 -0.7758 -0.1324 0.1290 0.6032
1341846648.9353 -0.4825 -2.7440 1.4849 -0.7741 -0.1348 0.1343 0.6038
1341846648.9454 -0.4807 -2.7429 1.4850 -0.7740 -0.1380 0.1383 0.6023
1341846648.9553 -0.4790 -2.7416 1.4850 -0.7734 -0.1409 0.1422 0.6014
1341846648.9654 -0.4774 -2.7404 1.4851 -0.7737 -0.1424 0.1442 0.6002
1341846648.9785 -0.4757 -2.7390 1.4851 -0.7745 -0.1440 0.1448 0.5987
1341846648.9853 -0.4739 -2.7379 1.4851 -0.7757 -0.1454 0.1445 0.5969
1341846648.9961 -0.4720 -2.7366 1.4851 -0.7763 -0.1469 0.1442 0.5958
1341846649.0053 -0.4704 -2.7355 1.4853 -0.7765 -0.1480 0.1448 0.5952
1341846649.0153 -0.4686 -2.7341 1.4853 -0.7766 -0.1504 0.1461 0.5940
1341846649.0254 -0.4668 -2.7337 1.4856 -0.7759 -0.1512 0.1475 0.5944
1341846649.0353 -0.4655 -2.7321 1.4858 -0.7740 -0.1541 0.1515 0.5952
1341846649.0454 -0.4639 -2.7308 1.4860 -0.7732 -0.1564 0.1537 0.5950
1341846649.0553 -0.4622 -2.7295 1.4864 -0.7732 -0.1594 0.1546 0.5940
1341846649.0654 -0.4610 -2.7285 1.4865 -0.7734 -0.1619 0.1561 0.5927
1341846649.0754 -0.4594 -2.7273 1.4867 -0.7738 -0.1651 0.1554 0.5914
1341846649.0855 -0.4580 -2.7265 1.4869 -0.7745 -0.1668 0.1544 0.5903
1341846649.0953 -0.4564 -2.7253 1.4873 -0.7748 -0.1689 0.1526 0.5898
1341846649.1053 -0.4546 -2.7243 1.4874 -0.7765 -0.1707 0.1508 0.5875
1341846649.1154 -0.4532 -2.7235 1.4879 -0.7758 -0.1721 0.1491 0.5884
1341846649.1254 -0.4518 -2.7226 1.4882 -0.7762 -0.1737 0.1484 0.5877
1341846649.1354 -0.4498 -2.7220 1.4887 -0.7770 -0.1765 0.1471 0.5861
1341846649.1454 -0.4485 -2.7210 1.4888 -0.7768 -0.1780 0.1482 0.5856
1341846649.1553 -0.4473 -2.7197 1.4889 -0.7757 -0.1805 0.1511 0.5856
1341846649.1653 -0.4457 -2.7188 1.4892 -0.7750 -0.1821 0.1512 0.5860
1341846649.1754 -0.4445 -2.7176 1.4891 -0.7759 -0.1843 0.1521 0.5839
1341846649.1854 -0.4431 -2.7165 1.4893 -0.7760 -0.1850 0.1523 0.5834
1341846649.1960 -0.4417 -2.7154 1.4894 -0.7761 -0.1854 0.1522 0.5832
1341846649.2054 -0.4402 -2.7143 1.4895 -0.7761 -0.1856 0.1518 0.5832
1341846649.2154 -0.4386 -2.7135 1.4891 -0.7767 -0.1865 0.1505 0.5824
1341846649.2253 -0.4372 -2.7126 1.4891 -0.7772 -0.1862 0.1504 0.5819
1341846649.2362 -0.4355 -2.7116 1.4892 -0.7778 -0.1866 0.1501 0.5811
1341846649.2454 -0.4342 -2.7103 1.4890 -0.7776 -0.1867 0.1515 0.5809
1341846649.2556 -0.4328 -2.7092 1.4892 -0.7783 -0.1859 0.1537 0.5797
1341846649.2653 -0.4311 -2.7081 1.4891 -0.7789 -0.1871 0.1541 0.5784
1341846649.2754 -0.4300 -2.7070 1.4886 -0.7797 -0.1874 0.1557 0.5769
1341846649.2853 -0.4284 -2.7059 1.4886 -0.7807 -0.1881 0.1551 0.5753
1341846649.2962 -0.4271 -2.7046 1.4886 -0.7813 -0.1888 0.1553 0.5742
1341846649.3053 -0.4257 -2.7035 1.4886 -0.7821 -0.1888 0.1553 0.5732
1341846649.3153 -0.4243 -2.7025 1.4886 -0.7826 -0.1890 0.1557 0.5724
1341846649.3254 -0.4230 -2.7015 1.4885 -0.7825 -0.1892 0.1565 0.5722
1341846649.3354 -0.4212 -2.7008 1.4885 -0.7832 -0.1909 0.1583 0.5702
1341846649.3454 -0.4196 -2.6996 1.4887 -0.7833 -0.1908 0.1593 0.5698
1341846649.3554 -0.4185 -2.6984 1.4886 -0.7823 -0.1902 0.1625 0.5704
1341846649.3653 -0.4171 -2.6973 1.4887 -0.7821 -0.1898 0.1649 0.5701
1341846649.3754 -0.4158 -2.6962 1.4887 -0.7818 -0.1901 0.1666 0.5699
1341846649.3853 -0.4143 -2.6951 1.4890 -0.7816 -0.1903 0.1673 0.5699
1341846649.3953 -0.4128 -2.6940 1.4891 -0.7813 -0.1898 0.1666 0.5708
1341846649.4054 -0.4114 -2.6928 1.4891 -0.7829 -0.1907 0.1654 0.5687
1341846649.4154 -0.4100 -2.6918 1.4892 -0.7840 -0.1907 0.1637 0.5676
1341846649.4253 -0.4086 -2.6909 1.4893 -0.7850 -0.1910 0.1619 0.5666
1341846649.4353 -0.4073 -2.6899 1.4894 -0.7855 -0.1914 0.1608 0.5662
1341846649.4453 -0.4061 -2.6890 1.4895 -0.7860 -0.1922 0.1601 0.5653
1341846649.4554 -0.4048 -2.6882 1.4898 -0.7864 -0.1929 0.1607 0.5644
1341846649.4653 -0.4035 -2.6874 1.4899 -0.7867 -0.1937 0.1615 0.5635
1341846649.4754 -0.4023 -2.6863 1.4899 -0.7857 -0.1940 0.1625 0.5646
1341846649.4868 -0.4006 -2.6856 1.4906 -0.7852 -0.1939 0.1637 0.5649
1341846649.4953 -0.3992 -2.6850 1.4909 -0.7854 -0.1940 0.1640 0.5644
1341846649.5053 -0.3974 -2.6847 1.4912 -0.7861 -0.1959 0.1646 0.5627
1341846649.5153 -0.3960 -2.6841 1.4916 -0.7862 -0.1970 0.1638 0.5623
1341846649.5253 -0.3947 -2.6833 1.4920 -0.7857 -0.1974 0.1631 0.5631
1341846649.5353 -0.3931 -2.6827 1.4924 -0.7859 -0.1972 0.1611 0.5635
1341846649.5464 -0.3919 -2.6818 1.4927 -0.7851 -0.1968 0.1604 0.5649
1341846649.5553 -0.3904 -2.6811 1.4931 -0.7853 -0.1960 0.1594 0.5652
1341846649.5653 -0.3891 -2.6804 1.4930 -0.7851 -0.1972 0.1594 0.5651
1341846649.5754 -0.3876 -2.6797 1.4934 -0.7851 -0.1970 0.1602 0.5649
1341846649.5853 -0.3860 -2.6789 1.4940 -0.7852 -0.1958 0.1621 0.5647
1341846649.5953 -0.3839 -2.6788 1.4944 -0.7846 -0.1969 0.1646 0.5644
1341846649.6053 -0.3827 -2.6781 1.4947 -0.7840 -0.1973 0.1673 0.5643
1341846649.6153 -0.3811 -2.6774 1.4952 -0.7835 -0.1986 0.1680 0.5643
1341846649.6253 -0.3796 -2.6768 1.4955 -0.7835 -0.1999 0.1681 0.5638
1341846649.6353 -0.3777 -2.6763 1.4959 -0.7842 -0.2006 0.1672 0.5629
1341846649.6453 -0.3760 -2.6754 1.4964 -0.7839 -0.2007 0.1668 0.5634
1341846649.6554 -0.3743 -2.6748 1.4968 -0.7836 -0.2005 0.1659 0.5641
1341846649.6654 -0.3727 -2.6749 1.4976 -0.7843 -0.2018 0.1673 0.5623
1341846649.6754 -0.3709 -2.6742 1.4982 -0.7831 -0.2013 0.1680 0.5640
1341846649.6853 -0.3691 -2.6735 1.4987 -0.7823 -0.2021 0.1690 0.5644
1341846649.6953 -0.3668 -2.6734 1.4991 -0.7825 -0.2056 0.1707 0.5623
1341846649.7053 -0.3652 -2.6728 1.4996 -0.7819 -0.2070 0.1727 0.5621
1341846649.7154 -0.3639 -2.6719 1.5001 -0.7809 -0.2071 0.1746 0.5629
1341846649.7253 -0.3621 -2.6713 1.5005 -0.7804 -0.2091 0.1759 0.5624
1341846649.7353 -0.3604 -2.6705 1.5008 -0.7793 -0.2106 0.1769 0.5631
1341846649.7453 -0.3586 -2.6698 1.5013 -0.7783 -0.2119 0.1775 0.5637
1341846649.7553 -0.3566 -2.6690 1.5015 -0.7777 -0.2130 0.1778 0.5642
1341846649.7653 -0.3547 -2.6684 1.5017 -0.7775 -0.2146 0.1783 0.5636
1341846649.7771 -0.3527 -2.6676 1.5018 -0.7765 -0.2159 0.1798 0.5641
1341846649.7855 -0.3508 -2.6668 1.5020 -0.7756 -0.2174 0.1812 0.5642
1341846649.7956 -0.3489 -2.6659 1.5020 -0.7748 -0.2191 0.1832 0.5639
1341846649.8053 -0.3472 -2.6649 1.5020 -0.7739 -0.2204 0.1856 0.5640
1341846649.8153 -0.3451 -2.6638 1.5019 -0.7734 -0.2230 0.1878 0.5630
1341846649.8253 -0.3431 -2.6623 1.5015 -0.7722 -0.2242 0.1893 0.5636
1341846649.8353 -0.3414 -2.6611 1.5009 -0.7719 -0.2264 0.1900 0.5629
1341846649.8453 -0.3394 -2.6600 1.5007 -0.7726 -0.2284 0.1908 0.5609
1341846649.8553 -0.3375 -2.6590 1.5004 -0.7733 -0.2302 0.1914 0.5589
1341846649.8653 -0.3354 -2.6580 1.5004 -0.7742 -0.2315 0.1929 0.5565
1341846649.8753 -0.3335 -2.6571 1.5005 -0.7727 -0.2325 0.1949 0.5575
1341846649.8865 -0.3314 -2.6566 1.5006 -0.7734 -0.2342 0.1977 0.5549
1341846649.8953 -0.3294 -2.6554 1.5004 -0.7725 -0.2348 0.1998 0.5551
1341846649.9053 -0.3273 -2.6540 1.5001 -0.7724 -0.2349 0.2020 0.5545
1341846649.9154 -0.3251 -2.6523 1.4997 -0.7715 -0.2343 0.2048 0.5549
1341846649.9253 -0.3229 -2.6514 1.4995 -0.7718 -0.2323 0.2060 0.5550
1341846649.9353 -0.3210 -2.6493 1.4988 -0.7707 -0.2320 0.2091 0.5553
1341846649.9483 -0.3186 -2.6479 1.4985 -0.7715 -0.2318 0.2091 0.5543
1341846649.9553 -0.3164 -2.6463 1.4980 -0.7719 -0.2315 0.2097 0.5537
1341846649.9653 -0.3141 -2.6447 1.4976 -0.7722 -0.2308 0.2098 0.5536
1341846649.9753 -0.3121 -2.6431 1.4971 -0.7719 -0.2299 0.2106 0.5540
1341846649.9854 -0.3099 -2.6415 1.4966 -0.7712 -0.2302 0.2119 0.5544
1341846649.9954 -0.3079 -2.6400 1.4962 -0.7707 -0.2300 0.2137 0.5544
1341846650.0054 -0.3059 -2.6385 1.4960 -0.7699 -0.2303 0.2158 0.5547
1341846650.0153 -0.3037 -2.6366 1.4954 -0.7700 -0.2303 0.2174 0.5538
1341846650.0253 -0.3017 -2.6352 1.4954 -0.7692 -0.2300 0.2200 0.5542
1341846650.0353 -0.2999 -2.6336 1.4951 -0.7691 -0.2294 0.2220 0.5537
1341846650.0454 -0.2978 -2.6319 1.4952 -0.7690 -0.2295 0.2221 0.5538
1341846650.0553 -0.2960 -2.6304 1.4950 -0.7687 -0.2292 0.2229 0.5540
1341846650.0653 -0.2940 -2.6287 1.4948 -0.7684 -0.2292 0.2224 0.5545
1341846650.0753 -0.2919 -2.6267 1.4947 -0.7683 -0.2293 0.2215 0.5551
1341846650.0853 -0.2900 -2.6254 1.4950 -0.7678 -0.2289 0.2206 0.5562
1341846650.0953 -0.2883 -2.6239 1.4949 -0.7674 -0.2284 0.2212 0.5568
1341846650.1053 -0.2861 -2.6220 1.4948 -0.7678 -0.2287 0.2210 0.5562
1341846650.1154 -0.2842 -2.6205 1.4951 -0.7672 -0.2290 0.2220 0.5565
1341846650.1253 -0.2825 -2.6187 1.4952 -0.7663 -0.2287 0.2234 0.5573
1341846650.1353 -0.2809 -2.6170 1.4954 -0.7660 -0.2286 0.2258 0.5568
1341846650.1454 -0.2791 -2.6151 1.4958 -0.7653 -0.2287 0.2267 0.5573
1341846650.1553 -0.2776 -2.6135 1.4962 -0.7647 -0.2280 0.2279 0.5580
1341846650.1653 -0.2757 -2.6114 1.4965 -0.7643 -0.2285 0.2267 0.5587
1341846650.1753 -0.2740 -2.6092 1.4970 -0.7633 -0.2280 0.2250 0.5610
1341846650.1853 -0.2724 -2.6083 1.4981 -0.7633 -0.2284 0.2252 0.5608
1341846650.1953 -0.2710 -2.6068 1.4988 -0.7628 -0.2284 0.2250 0.5616
1341846650.2052 -0.2694 -2.6051 1.4995 -0.7624 -0.2286 0.2245 0.5622
1341846650.2153 -0.2679 -2.6035 1.5001 -0.7628 -0.2289 0.2247 0.5615
1341846650.2253 -0.2666 -2.6018 1.5004 -0.7637 -0.2288 0.2257 0.5599
1341846650.2353 -0.2651 -2.6001 1.5011 -0.7643 -0.2295 0.2255 0.5589
1341846650.2453 -0.2640 -2.5987 1.5021 -0.7641 -0.2300 0.2260 0.5587
1341846650.2553 -0.2627 -2.5972 1.5030 -0.7639 -0.2309 0.2258 0.5586
1341846650.2658 -0.2616 -2.5959 1.5038 -0.7635 -0.2311 0.2257 0.5593
1341846650.2753 -0.2602 -2.5945 1.5052 -0.7629 -0.2311 0.2233 0.5610
1341846650.2853 -0.2592 -2.5932 1.5063 -0.7622 -0.2312 0.2220 0.5625
1341846650.2953 -0.2584 -2.5921 1.5071 -0.7615 -0.2309 0.2212 0.5637
1341846650.3053 -0.2572 -2.5910 1.5082 -0.7617 -0.2318 0.2189 0.5640
1341846650.3153 -0.2564 -2.5899 1.5091 -0.7618 -0.2320 0.2177 0.5643
1341846650.3253 -0.2558 -2.5890 1.5098 -0.7620 -0.2318 0.2180 0.5640
1341846650.3354 -0.2550 -2.5881 1.5105 -0.7626 -0.2326 0.2173 0.5632
1341846650.3453 -0.2546 -2.5875 1.5111 -0.7628 -0.2329 0.2187 0.5621
1341846650.3554 -0.2542 -2.5868 1.5117 -0.7631 -0.2335 0.2188 0.5616
1341846650.3653 -0.2536 -2.5862 1.5123 -0.7638 -0.2349 0.2174 0.5605
1341846650.3753 -0.2533 -2.5857 1.5127 -0.7640 -0.2349 0.2169 0.5604
1341846650.3853 -0.2530 -2.5853 1.5132 -0.7639 -0.2346 0.2160 0.5610
1341846650.3956 -0.2528 -2.5849 1.5137 -0.7638 -0.2339 0.2151 0.5618
1341846650.4053 -0.2526 -2.5846 1.5144 -0.7634 -0.2323 0.2141 0.5634
1341846650.4153 -0.2523 -2.5844 1.5149 -0.7632 -0.2311 0.2126 0.5647
1341846650.4253 -0.2524 -2.5844 1.5154 -0.7633 -0.2294 0.2116 0.5656
1341846650.4354 -0.2527 -2.5845 1.5158 -0.7633 -0.2279 0.2114 0.5663
1341846650.4454 -0.2532 -2.5846 1.5162 -0.7623 -0.2269 0.2115 0.5681
1341846650.4553 -0.2538 -2.5849 1.5165 -0.7625 -0.2266 0.2109 0.5681
1341846650.4653 -0.2545 -2.5852 1.5166 -0.7646 -0.2270 0.2090 0.5658
1341846650.4753 -0.2552 -2.5857 1.5168 -0.7654 -0.2270 0.2076 0.5652
1341846650.4855 -0.2561 -2.5863 1.5171 -0.7662 -0.2268 0.2061 0.5648
1341846650.4953 -0.2571 -2.5868 1.5173 -0.7669 -0.2261 0.2044 0.5648
1341846650.5063 -0.2580 -2.5874 1.5176 -0.7673 -0.2253 0.2019 0.5654
1341846650.5153 -0.2594 -2.5884 1.5179 -0.7661 -0.2230 0.2015 0.5681
1341846650.5253 -0.2606 -2.5891 1.5180 -0.7673 -0.2219 0.1990 0.5677
1341846650.5353 -0.2621 -2.5900 1.5184 -0.7663 -0.2200 0.1982 0.5702
1341846650.5453 -0.2635 -2.5910 1.5190 -0.7657 -0.2189 0.1965 0.5720
1341846650.5553 -0.2653 -2.5920 1.5193 -0.7648 -0.2169 0.1953 0.5744
1341846650.5654 -0.2671 -2.5932 1.5195 -0.7646 -0.2160 0.1936 0.5755
1341846650.5755 -0.2692 -2.5944 1.5199 -0.7643 -0.2149 0.1923 0.5768
1341846650.5853 -0.2711 -2.5956 1.5203 -0.7645 -0.2146 0.1898 0.5775
1341846650.5953 -0.2734 -2.5970 1.5205 -0.7651 -0.2140 0.1885 0.5774
1341846650.6053 -0.2759 -2.5983 1.5208 -0.7652 -0.2133 0.1861 0.5782
1341846650.6153 -0.2781 -2.5997 1.5212 -0.7659 -0.2133 0.1831 0.5783
1341846650.6253 -0.2806 -2.6011 1.5216 -0.7661 -0.2128 0.1812 0.5788
1341846650.6353 -0.2833 -2.6026 1.5219 -0.7665 -0.2118 0.1788 0.5793
1341846650.6453 -0.2859 -2.6038 1.5222 -0.7671 -0.2108 0.1764 0.5796
1341846650.6553 -0.2886 -2.6051 1.5225 -0.7677 -0.2110 0.1739 0.5796
1341846650.6653 -0.2917 -2.6072 1.5234 -0.7660 -0.2100 0.1730 0.5825
1341846650.6753 -0.2946 -2.6084 1.5235 -0.7675 -0.2096 0.1700 0.5815
1341846650.6853 -0.2975 -2.6098 1.5238 -0.7678 -0.2088 0.1679 0.5820
1341846650.6953 -0.3011 -2.6112 1.5245 -0.7663 -0.2073 0.1670 0.5848
1341846650.7053 -0.3045 -2.6127 1.5249 -0.7674 -0.2075 0.1654 0.5837
1341846650.7154 -0.3077 -2.6141 1.5252 -0.7676 -0.2067 0.1634 0.5843
1341846650.7255 -0.3109 -2.6156 1.5255 -0.7688 -0.2066 0.1608 0.5834
1341846650.7353 -0.3146 -2.6162 1.5255 -0.7689 -0.2044 0.1575 0.5849
1341846650.7453 -0.3181 -2.6178 1.5261 -0.7686 -0.2025 0.1557 0.5865
1341846650.7553 -0.3213 -2.6188 1.5261 -0.7697 -0.2008 0.1528 0.5864
1341846650.7653 -0.3248 -2.6201 1.5262 -0.7702 -0.1978 0.1502 0.5875
1341846650.7753 -0.3282 -2.6214 1.5265 -0.7700 -0.1953 0.1480 0.5892
1341846650.7853 -0.3319 -2.6229 1.5268 -0.7698 -0.1937 0.1468 0.5902
1341846650.7953 -0.3354 -2.6241 1.5272 -0.7691 -0.1929 0.1455 0.5917
1341846650.8070 -0.3390 -2.6257 1.5277 -0.7683 -0.1924 0.1447 0.5931
