# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_walking_static.bag'
# timestamp tx ty tz qx qy qz qw
1341846227.1585 -0.8027 -3.2220 1.3774 -0.7886 -0.0094 0.0015 0.6148
1341846227.1684 -0.8025 -3.2220 1.3773 -0.7888 -0.0097 0.0018 0.6146
1341846227.1785 -0.8024 -3.2218 1.3773 -0.7888 -0.0101 0.0021 0.6146
1341846227.1886 -0.8020 -3.2218 1.3772 -0.7895 -0.0106 0.0020 0.6136
1341846227.1985 -0.8021 -3.2220 1.3769 -0.7902 -0.0095 0.0027 0.6128
1341846227.2085 -0.8018 -3.2219 1.3769 -0.7907 -0.0097 0.0024 0.6122
1341846227.2185 -0.8015 -3.2218 1.3769 -0.7908 -0.0100 0.0020 0.6120
1341846227.2285 -0.8013 -3.2218 1.3769 -0.7907 -0.0105 0.0016 0.6121
1341846227.2390 -0.8008 -3.2216 1.3773 -0.7900 -0.0123 0.0005 0.6130
1341846227.2485 -0.8006 -3.2217 1.3775 -0.7897 -0.0126 -0.0001 0.6133
1341846227.2588 -0.8009 -3.2220 1.3776 -0.7895 -0.0116 0.0004 0.6137
1341846227.2685 -0.8007 -3.2220 1.3778 -0.7894 -0.0119 0.0004 0.6137
1341846227.2785 -0.8005 -3.2220 1.3779 -0.7896 -0.0124 0.0007 0.6135
1341846227.2887 -0.8003 -3.2220 1.3779 -0.7888 -0.0125 0.0007 0.6145
1341846227.2985 -0.8001 -3.2220 1.3780 -0.7888 -0.0130 0.0008 0.6145
1341846227.3086 -0.8000 -3.2219 1.3781 -0.7890 -0.0137 0.0011 0.6142
1341846227.3185 -0.7999 -3.2219 1.3781 -0.7890 -0.0145 0.0013 0.6143
1341846227.3285 -0.7998 -3.2217 1.3781 -0.7889 -0.0153 0.0016 0.6143
1341846227.3385 -0.8000 -3.2213 1.3778 -0.7871 -0.0164 0.0010 0.6167
1341846227.3485 -0.7999 -3.2212 1.3778 -0.7869 -0.0168 0.0009 0.6168
1341846227.3585 -0.7999 -3.2211 1.3778 -0.7871 -0.0179 0.0008 0.6165
1341846227.3685 -0.7999 -3.2210 1.3778 -0.7872 -0.0187 0.0008 0.6164
1341846227.3786 -0.8001 -3.2209 1.3778 -0.7876 -0.0195 0.0012 0.6158
1341846227.3885 -0.8002 -3.2208 1.3777 -0.7879 -0.0204 0.0017 0.6155
1341846227.3985 -0.7997 -3.2203 1.3779 -0.7876 -0.0235 0.0015 0.6157
1341846227.4085 -0.7998 -3.2202 1.3778 -0.7879 -0.0244 0.0021 0.6153
1341846227.4185 -0.8005 -3.2204 1.3773 -0.7883 -0.0239 0.0033 0.6148
1341846227.4285 -0.8005 -3.2201 1.3775 -0.7882 -0.0241 0.0039 0.6149
1341846227.4384 -0.8006 -3.2200 1.3774 -0.7886 -0.0253 0.0036 0.6144
1341846227.4485 -0.8007 -3.2200 1.3773 -0.7891 -0.0262 0.0036 0.6138
1341846227.4585 -0.8007 -3.2198 1.3772 -0.7891 -0.0272 0.0035 0.6137
1341846227.4685 -0.8008 -3.2198 1.3769 -0.7894 -0.0289 0.0025 0.6131
1341846227.4795 -0.8003 -3.2192 1.3770 -0.7889 -0.0322 0.0014 0.6137
1341846227.4885 -0.8003 -3.2192 1.3769 -0.7893 -0.0327 0.0011 0.6132
1341846227.4985 -0.8004 -3.2192 1.3769 -0.7892 -0.0335 0.0012 0.6132
1341846227.5085 -0.8009 -3.2193 1.3766 -0.7897 -0.0320 0.0020 0.6127
1341846227.5185 -0.8009 -3.2193 1.3767 -0.7896 -0.0325 0.0026 0.6127
1341846227.5285 -0.8009 -3.2192 1.3766 -0.7894 -0.0331 0.0034 0.6130
1341846227.5385 -0.8010 -3.2191 1.3767 -0.7889 -0.0336 0.0041 0.6136
1341846227.5485 -0.8010 -3.2190 1.3769 -0.7884 -0.0341 0.0048 0.6142
1341846227.5585 -0.8010 -3.2190 1.3770 -0.7879 -0.0346 0.0050 0.6149
1341846227.5685 -0.8009 -3.2189 1.3773 -0.7875 -0.0350 0.0047 0.6153
1341846227.5788 -0.8010 -3.2188 1.3775 -0.7872 -0.0358 0.0041 0.6156
1341846227.5885 -0.8009 -3.2187 1.3778 -0.7870 -0.0365 0.0033 0.6158
1341846227.5985 -0.8009 -3.2186 1.3780 -0.7871 -0.0374 0.0022 0.6156
1341846227.6084 -0.8008 -3.2186 1.3782 -0.7874 -0.0382 0.0011 0.6152
1341846227.6185 -0.8008 -3.2185 1.3784 -0.7876 -0.0389 0.0004 0.6150
1341846227.6285 -0.8007 -3.2183 1.3787 -0.7877 -0.0393 -0.0000 0.6148
1341846227.6385 -0.8007 -3.2182 1.3790 -0.7879 -0.0395 0.0002 0.6145
1341846227.6484 -0.8003 -3.2181 1.3799 -0.7885 -0.0384 0.0015 0.6138
1341846227.6584 -0.8002 -3.2181 1.3803 -0.7881 -0.0384 0.0022 0.6144
1341846227.6696 -0.8000 -3.2180 1.3808 -0.7875 -0.0385 0.0029 0.6150
1341846227.6786 -0.7999 -3.2182 1.3809 -0.7872 -0.0395 0.0029 0.6154
1341846227.6885 -0.7996 -3.2180 1.3815 -0.7863 -0.0390 0.0029 0.6166
1341846227.6985 -0.7993 -3.2179 1.3819 -0.7857 -0.0391 0.0024 0.6174
1341846227.7084 -0.7988 -3.2180 1.3825 -0.7857 -0.0385 0.0015 0.6174
1341846227.7187 -0.7979 -3.2177 1.3833 -0.7850 -0.0402 -0.0000 0.6182
1341846227.7284 -0.7975 -3.2176 1.3837 -0.7849 -0.0399 -0.0008 0.6183
1341846227.7384 -0.7971 -3.2175 1.3840 -0.7847 -0.0394 -0.0018 0.6186
1341846227.7484 -0.7965 -3.2172 1.3847 -0.7838 -0.0384 -0.0019 0.6198
1341846227.7584 -0.7961 -3.2172 1.3850 -0.7837 -0.0377 -0.0023 0.6200
1341846227.7684 -0.7961 -3.2176 1.3850 -0.7843 -0.0350 -0.0019 0.6194
1341846227.7785 -0.7957 -3.2177 1.3850 -0.7845 -0.0354 -0.0023 0.6191
1341846227.7905 -0.7952 -3.2177 1.3853 -0.7844 -0.0350 -0.0022 0.6193
1341846227.7984 -0.7947 -3.2175 1.3856 -0.7841 -0.0343 -0.0025 0.6197
1341846227.8085 -0.7943 -3.2175 1.3858 -0.7840 -0.0337 -0.0026 0.6198
1341846227.8184 -0.7938 -3.2175 1.3861 -0.7842 -0.0332 -0.0031 0.6196
1341846227.8284 -0.7933 -3.2174 1.3864 -0.7842 -0.0327 -0.0034 0.6196
1341846227.8384 -0.7929 -3.2171 1.3869 -0.7836 -0.0317 -0.0035 0.6204
1341846227.8485 -0.7925 -3.2171 1.3872 -0.7838 -0.0312 -0.0039 0.6202
1341846227.8585 -0.7916 -3.2166 1.3877 -0.7830 -0.0331 -0.0050 0.6211
1341846227.8684 -0.7912 -3.2165 1.3879 -0.7830 -0.0330 -0.0052 0.6211
1341846227.8785 -0.7909 -3.2166 1.3878 -0.7835 -0.0334 -0.0057 0.6205
1341846227.8885 -0.7905 -3.2165 1.3881 -0.7834 -0.0326 -0.0058 0.6206
1341846227.8984 -0.7906 -3.2169 1.3879 -0.7844 -0.0303 -0.0056 0.6195
1341846227.9084 -0.7901 -3.2167 1.3880 -0.7845 -0.0300 -0.0054 0.6194
1341846227.9185 -0.7893 -3.2163 1.3886 -0.7839 -0.0318 -0.0060 0.6200
1341846227.9300 -0.7889 -3.2162 1.3888 -0.7840 -0.0314 -0.0062 0.6200
1341846227.9385 -0.7885 -3.2162 1.3890 -0.7839 -0.0312 -0.0063 0.6201
1341846227.9485 -0.7881 -3.2161 1.3892 -0.7840 -0.0309 -0.0066 0.6200
1341846227.9588 -0.7881 -3.2162 1.3894 -0.7842 -0.0280 -0.0061 0.6199
1341846227.9684 -0.7878 -3.2162 1.3893 -0.7848 -0.0285 -0.0082 0.6191
1341846227.9787 -0.7874 -3.2161 1.3897 -0.7848 -0.0287 -0.0090 0.6190
1341846227.9884 -0.7870 -3.2160 1.3899 -0.7853 -0.0289 -0.0096 0.6184
1341846228.0004 -0.7866 -3.2159 1.3901 -0.7855 -0.0291 -0.0102 0.6181
1341846228.0084 -0.7863 -3.2158 1.3904 -0.7855 -0.0291 -0.0104 0.6181
1341846228.0185 -0.7860 -3.2158 1.3907 -0.7853 -0.0290 -0.0103 0.6184
1341846228.0286 -0.7857 -3.2157 1.3911 -0.7848 -0.0287 -0.0098 0.6190
1341846228.0384 -0.7854 -3.2157 1.3914 -0.7843 -0.0282 -0.0096 0.6197
1341846228.0485 -0.7851 -3.2156 1.3917 -0.7835 -0.0279 -0.0094 0.6206
1341846228.0585 -0.7848 -3.2155 1.3918 -0.7830 -0.0277 -0.0092 0.6214
1341846228.0685 -0.7844 -3.2154 1.3918 -0.7831 -0.0271 -0.0093 0.6212
1341846228.0806 -0.7841 -3.2154 1.3918 -0.7833 -0.0271 -0.0095 0.6209
1341846228.0885 -0.7836 -3.2153 1.3916 -0.7840 -0.0265 -0.0102 0.6201
1341846228.0984 -0.7832 -3.2152 1.3915 -0.7846 -0.0260 -0.0108 0.6194
1341846228.1085 -0.7827 -3.2152 1.3912 -0.7854 -0.0258 -0.0109 0.6184
1341846228.1185 -0.7824 -3.2150 1.3910 -0.7857 -0.0251 -0.0111 0.6180
1341846228.1285 -0.7819 -3.2148 1.3910 -0.7862 -0.0237 -0.0102 0.6175
1341846228.1384 -0.7810 -3.2140 1.3910 -0.7854 -0.0258 -0.0101 0.6184
1341846228.1484 -0.7806 -3.2140 1.3908 -0.7859 -0.0251 -0.0091 0.6178
1341846228.1595 -0.7805 -3.2142 1.3904 -0.7865 -0.0234 -0.0079 0.6171
1341846228.1685 -0.7805 -3.2145 1.3899 -0.7874 -0.0208 -0.0064 0.6160
1341846228.1784 -0.7802 -3.2143 1.3898 -0.7877 -0.0204 -0.0059 0.6157
1341846228.1884 -0.7798 -3.2142 1.3895 -0.7884 -0.0199 -0.0056 0.6149
1341846228.1985 -0.7795 -3.2141 1.3894 -0.7890 -0.0202 -0.0058 0.6140
1341846228.2084 -0.7794 -3.2140 1.3894 -0.7892 -0.0206 -0.0060 0.6137
1341846228.2185 -0.7793 -3.2138 1.3894 -0.7892 -0.0210 -0.0064 0.6137
1341846228.2285 -0.7792 -3.2137 1.3896 -0.7896 -0.0215 -0.0067 0.6132
1341846228.2384 -0.7790 -3.2136 1.3898 -0.7893 -0.0221 -0.0068 0.6135
1341846228.2485 -0.7791 -3.2137 1.3898 -0.7896 -0.0230 -0.0073 0.6132
1341846228.2585 -0.7790 -3.2136 1.3901 -0.7895 -0.0232 -0.0070 0.6132
1341846228.2685 -0.7789 -3.2135 1.3904 -0.7894 -0.0229 -0.0066 0.6135
1341846228.2785 -0.7788 -3.2134 1.3906 -0.7894 -0.0227 -0.0062 0.6135
1341846228.2885 -0.7787 -3.2133 1.3908 -0.7893 -0.0223 -0.0058 0.6135
1341846228.2996 -0.7784 -3.2133 1.3910 -0.7893 -0.0221 -0.0056 0.6136
1341846228.3084 -0.7781 -3.2131 1.3912 -0.7890 -0.0221 -0.0058 0.6140
1341846228.3185 -0.7778 -3.2131 1.3913 -0.7890 -0.0220 -0.0061 0.6140
1341846228.3285 -0.7776 -3.2131 1.3914 -0.7888 -0.0215 -0.0066 0.6143
1341846228.3385 -0.7773 -3.2131 1.3916 -0.7886 -0.0212 -0.0072 0.6145
1341846228.3488 -0.7770 -3.2129 1.3920 -0.7880 -0.0200 -0.0072 0.6153
1341846228.3585 -0.7768 -3.2131 1.3920 -0.7881 -0.0196 -0.0074 0.6152
1341846228.3684 -0.7766 -3.2131 1.3921 -0.7883 -0.0193 -0.0074 0.6149
1341846228.3811 -0.7763 -3.2132 1.3922 -0.7883 -0.0191 -0.0071 0.6150
1341846228.3885 -0.7760 -3.2134 1.3923 -0.7885 -0.0190 -0.0070 0.6147
1341846228.3985 -0.7757 -3.2135 1.3924 -0.7886 -0.0190 -0.0070 0.6146
1341846228.4085 -0.7755 -3.2136 1.3925 -0.7885 -0.0186 -0.0066 0.6147
1341846228.4185 -0.7753 -3.2137 1.3926 -0.7884 -0.0185 -0.0068 0.6148
1341846228.4285 -0.7741 -3.2133 1.3928 -0.7876 -0.0222 -0.0085 0.6157
1341846228.4385 -0.7739 -3.2134 1.3929 -0.7871 -0.0216 -0.0091 0.6164
1341846228.4485 -0.7737 -3.2135 1.3929 -0.7870 -0.0211 -0.0096 0.6166
1341846228.4587 -0.7735 -3.2136 1.3931 -0.7867 -0.0206 -0.0101 0.6169
1341846228.4684 -0.7734 -3.2137 1.3932 -0.7871 -0.0208 -0.0104 0.6164
1341846228.4784 -0.7733 -3.2138 1.3932 -0.7873 -0.0208 -0.0104 0.6162
1341846228.4885 -0.7733 -3.2138 1.3933 -0.7877 -0.0206 -0.0102 0.6157
1341846228.4984 -0.7733 -3.2138 1.3932 -0.7879 -0.0208 -0.0096 0.6154
1341846228.5085 -0.7732 -3.2138 1.3933 -0.7880 -0.0208 -0.0094 0.6153
1341846228.5185 -0.7733 -3.2138 1.3933 -0.7879 -0.0207 -0.0087 0.6153
1341846228.5285 -0.7732 -3.2139 1.3933 -0.7880 -0.0204 -0.0084 0.6153
1341846228.5384 -0.7732 -3.2139 1.3933 -0.7879 -0.0200 -0.0082 0.6154
1341846228.5485 -0.7731 -3.2139 1.3934 -0.7879 -0.0195 -0.0082 0.6155
1341846228.5585 -0.7731 -3.2140 1.3934 -0.7879 -0.0189 -0.0084 0.6154
1341846228.5687 -0.7730 -3.2141 1.3935 -0.7878 -0.0185 -0.0088 0.6155
1341846228.5785 -0.7730 -3.2142 1.3935 -0.7879 -0.0185 -0.0090 0.6154
1341846228.5885 -0.7730 -3.2142 1.3936 -0.7879 -0.0186 -0.0091 0.6155
1341846228.5987 -0.7731 -3.2143 1.3936 -0.7878 -0.0188 -0.0088 0.6155
1341846228.6085 -0.7731 -3.2144 1.3936 -0.7878 -0.0191 -0.0082 0.6156
1341846228.6185 -0.7732 -3.2143 1.3936 -0.7878 -0.0192 -0.0075 0.6156
1341846228.6285 -0.7731 -3.2143 1.3937 -0.7881 -0.0190 -0.0071 0.6151
1341846228.6384 -0.7734 -3.2143 1.3937 -0.7884 -0.0190 -0.0060 0.6148
1341846228.6485 -0.7733 -3.2142 1.3936 -0.7887 -0.0186 -0.0055 0.6145
1341846228.6585 -0.7734 -3.2141 1.3936 -0.7887 -0.0186 -0.0052 0.6144
1341846228.6684 -0.7734 -3.2141 1.3938 -0.7889 -0.0187 -0.0055 0.6143
1341846228.6806 -0.7733 -3.2142 1.3940 -0.7893 -0.0186 -0.0060 0.6137
1341846228.6885 -0.7733 -3.2141 1.3942 -0.7893 -0.0185 -0.0064 0.6137
1341846228.6985 -0.7732 -3.2143 1.3943 -0.7896 -0.0185 -0.0068 0.6133
1341846228.7085 -0.7731 -3.2144 1.3945 -0.7898 -0.0183 -0.0075 0.6131
1341846228.7184 -0.7730 -3.2145 1.3946 -0.7899 -0.0180 -0.0079 0.6129
1341846228.7285 -0.7731 -3.2146 1.3947 -0.7900 -0.0152 -0.0068 0.6129
1341846228.7385 -0.7731 -3.2148 1.3947 -0.7903 -0.0157 -0.0071 0.6125
1341846228.7486 -0.7728 -3.2149 1.3949 -0.7902 -0.0154 -0.0068 0.6126
1341846228.7585 -0.7727 -3.2149 1.3952 -0.7897 -0.0144 -0.0055 0.6133
1341846228.7684 -0.7726 -3.2150 1.3954 -0.7895 -0.0140 -0.0049 0.6136
1341846228.7785 -0.7725 -3.2152 1.3953 -0.7896 -0.0144 -0.0045 0.6134
1341846228.7885 -0.7721 -3.2153 1.3956 -0.7894 -0.0141 -0.0040 0.6137
1341846228.7985 -0.7720 -3.2154 1.3957 -0.7891 -0.0138 -0.0038 0.6141
1341846228.8084 -0.7718 -3.2155 1.3958 -0.7890 -0.0136 -0.0039 0.6142
1341846228.8185 -0.7716 -3.2156 1.3960 -0.7889 -0.0134 -0.0040 0.6144
1341846228.8285 -0.7714 -3.2156 1.3961 -0.7888 -0.0131 -0.0042 0.6145
1341846228.8385 -0.7713 -3.2157 1.3963 -0.7890 -0.0130 -0.0042 0.6142
1341846228.8484 -0.7713 -3.2158 1.3964 -0.7890 -0.0128 -0.0041 0.6142
1341846228.8585 -0.7712 -3.2158 1.3964 -0.7889 -0.0127 -0.0037 0.6144
1341846228.8685 -0.7712 -3.2158 1.3965 -0.7888 -0.0126 -0.0029 0.6145
1341846228.8785 -0.7712 -3.2158 1.3965 -0.7888 -0.0128 -0.0024 0.6145
1341846228.8885 -0.7712 -3.2159 1.3966 -0.7888 -0.0129 -0.0020 0.6146
1341846228.9026 -0.7712 -3.2159 1.3966 -0.7885 -0.0129 -0.0018 0.6149
1341846228.9084 -0.7712 -3.2160 1.3967 -0.7886 -0.0130 -0.0019 0.6147
1341846228.9188 -0.7712 -3.2160 1.3967 -0.7887 -0.0129 -0.0022 0.6147
1341846228.9285 -0.7713 -3.2160 1.3968 -0.7886 -0.0128 -0.0023 0.6148
1341846228.9386 -0.7712 -3.2161 1.3968 -0.7886 -0.0126 -0.0025 0.6148
1341846228.9485 -0.7713 -3.2160 1.3968 -0.7886 -0.0124 -0.0028 0.6147
1341846228.9585 -0.7712 -3.2161 1.3968 -0.7888 -0.0122 -0.0030 0.6145
1341846228.9684 -0.7711 -3.2162 1.3968 -0.7891 -0.0122 -0.0028 0.6141
1341846228.9785 -0.7711 -3.2163 1.3968 -0.7892 -0.0121 -0.0028 0.6141
1341846228.9884 -0.7711 -3.2163 1.3968 -0.7896 -0.0121 -0.0028 0.6135
1341846228.9988 -0.7711 -3.2164 1.3968 -0.7898 -0.0120 -0.0027 0.6132
1341846229.0085 -0.7711 -3.2165 1.3968 -0.7899 -0.0122 -0.0026 0.6131
1341846229.0184 -0.7710 -3.2166 1.3968 -0.7898 -0.0121 -0.0026 0.6132
1341846229.0287 -0.7705 -3.2165 1.3971 -0.7895 -0.0135 -0.0031 0.6137
1341846229.0385 -0.7707 -3.2166 1.3973 -0.7886 -0.0109 -0.0019 0.6148
1341846229.0485 -0.7707 -3.2167 1.3976 -0.7881 -0.0106 -0.0017 0.6154
1341846229.0585 -0.7706 -3.2169 1.3976 -0.7880 -0.0104 -0.0017 0.6156
1341846229.0685 -0.7705 -3.2170 1.3977 -0.7880 -0.0099 -0.0019 0.6156
1341846229.0784 -0.7704 -3.2172 1.3977 -0.7881 -0.0094 -0.0018 0.6154
1341846229.0885 -0.7703 -3.2172 1.3978 -0.7884 -0.0088 -0.0018 0.6151
1341846229.0985 -0.7702 -3.2173 1.3978 -0.7884 -0.0085 -0.0016 0.6151
1341846229.1085 -0.7700 -3.2173 1.3980 -0.7883 -0.0081 -0.0016 0.6152
1341846229.1184 -0.7700 -3.2175 1.3981 -0.7889 -0.0077 -0.0014 0.6145
1341846229.1285 -0.7700 -3.2178 1.3980 -0.7896 -0.0088 -0.0020 0.6136
1341846229.1384 -0.7700 -3.2179 1.3981 -0.7897 -0.0087 -0.0022 0.6135
1341846229.1485 -0.7699 -3.2179 1.3983 -0.7897 -0.0090 -0.0025 0.6135
1341846229.1585 -0.7699 -3.2180 1.3982 -0.7897 -0.0092 -0.0029 0.6134
1341846229.1684 -0.7698 -3.2178 1.3986 -0.7892 -0.0085 -0.0028 0.6141
1341846229.1785 -0.7699 -3.2180 1.3987 -0.7892 -0.0086 -0.0029 0.6141
1341846229.1885 -0.7699 -3.2181 1.3988 -0.7890 -0.0087 -0.0031 0.6143
1341846229.1985 -0.7699 -3.2184 1.3986 -0.7895 -0.0097 -0.0035 0.6136
1341846229.2085 -0.7700 -3.2185 1.3988 -0.7894 -0.0096 -0.0033 0.6138
1341846229.2185 -0.7700 -3.2185 1.3991 -0.7886 -0.0087 -0.0025 0.6148
1341846229.2285 -0.7701 -3.2188 1.3989 -0.7890 -0.0096 -0.0027 0.6143
1341846229.2385 -0.7702 -3.2190 1.3991 -0.7884 -0.0097 -0.0026 0.6151
1341846229.2485 -0.7702 -3.2191 1.3992 -0.7883 -0.0100 -0.0027 0.6153
1341846229.2585 -0.7704 -3.2193 1.3994 -0.7879 -0.0103 -0.0029 0.6157
1341846229.2684 -0.7704 -3.2194 1.3996 -0.7881 -0.0107 -0.0031 0.6154
1341846229.2785 -0.7705 -3.2196 1.3997 -0.7881 -0.0108 -0.0032 0.6154
1341846229.2885 -0.7707 -3.2196 1.3998 -0.7881 -0.0111 -0.0035 0.6154
1341846229.2985 -0.7707 -3.2196 1.4001 -0.7879 -0.0105 -0.0031 0.6157
1341846229.3084 -0.7708 -3.2197 1.4002 -0.7879 -0.0109 -0.0033 0.6157
1341846229.3207 -0.7709 -3.2198 1.4003 -0.7877 -0.0112 -0.0033 0.6159
1341846229.3296 -0.7711 -3.2201 1.4002 -0.7881 -0.0122 -0.0035 0.6154
1341846229.3386 -0.7712 -3.2204 1.4005 -0.7880 -0.0121 -0.0031 0.6156
1341846229.3485 -0.7713 -3.2204 1.4007 -0.7880 -0.0120 -0.0028 0.6155
1341846229.3585 -0.7714 -3.2207 1.4010 -0.7881 -0.0119 -0.0025 0.6154
1341846229.3685 -0.7714 -3.2207 1.4013 -0.7877 -0.0118 -0.0026 0.6160
1341846229.3785 -0.7712 -3.2208 1.4017 -0.7873 -0.0130 -0.0035 0.6164
1341846229.3885 -0.7711 -3.2209 1.4020 -0.7866 -0.0132 -0.0036 0.6174
1341846229.3986 -0.7712 -3.2213 1.4022 -0.7861 -0.0131 -0.0036 0.6180
1341846229.4085 -0.7712 -3.2214 1.4025 -0.7856 -0.0131 -0.0035 0.6186
1341846229.4185 -0.7712 -3.2217 1.4028 -0.7850 -0.0130 -0.0032 0.6193
1341846229.4285 -0.7713 -3.2218 1.4030 -0.7848 -0.0130 -0.0028 0.6196
1341846229.4385 -0.7713 -3.2220 1.4032 -0.7844 -0.0127 -0.0025 0.6201
1341846229.4487 -0.7713 -3.2222 1.4034 -0.7846 -0.0126 -0.0022 0.6199
1341846229.4585 -0.7713 -3.2225 1.4036 -0.7846 -0.0125 -0.0021 0.6199
1341846229.4685 -0.7716 -3.2229 1.4037 -0.7848 -0.0110 -0.0012 0.6197
1341846229.4785 -0.7715 -3.2232 1.4038 -0.7845 -0.0105 -0.0014 0.6200
1341846229.4885 -0.7715 -3.2234 1.4041 -0.7839 -0.0104 -0.0010 0.6208
1341846229.4985 -0.7714 -3.2236 1.4042 -0.7837 -0.0099 -0.0011 0.6210
1341846229.5086 -0.7713 -3.2238 1.4044 -0.7837 -0.0097 -0.0013 0.6211
1341846229.5186 -0.7711 -3.2238 1.4047 -0.7831 -0.0087 -0.0007 0.6218
1341846229.5286 -0.7710 -3.2239 1.4047 -0.7831 -0.0084 -0.0007 0.6219
1341846229.5384 -0.7709 -3.2240 1.4048 -0.7833 -0.0082 -0.0003 0.6216
1341846229.5485 -0.7708 -3.2241 1.4050 -0.7834 -0.0078 -0.0000 0.6215
1341846229.5585 -0.7703 -3.2241 1.4054 -0.7831 -0.0087 -0.0004 0.6218
1341846229.5707 -0.7702 -3.2245 1.4054 -0.7834 -0.0092 -0.0007 0.6215
1341846229.5786 -0.7700 -3.2247 1.4056 -0.7830 -0.0088 -0.0002 0.6219
1341846229.5887 -0.7698 -3.2248 1.4058 -0.7826 -0.0083 -0.0001 0.6225
1341846229.5986 -0.7696 -3.2249 1.4060 -0.7822 -0.0078 -0.0000 0.6230
1341846229.6085 -0.7693 -3.2249 1.4062 -0.7814 -0.0075 -0.0002 0.6239
1341846229.6185 -0.7690 -3.2249 1.4064 -0.7811 -0.0071 -0.0004 0.6244
1341846229.6292 -0.7688 -3.2249 1.4067 -0.7808 -0.0069 -0.0005 0.6247
1341846229.6385 -0.7691 -3.2252 1.4068 -0.7811 -0.0059 -0.0005 0.6244
1341846229.6486 -0.7695 -3.2256 1.4067 -0.7819 -0.0034 0.0002 0.6234
1341846229.6585 -0.7693 -3.2257 1.4070 -0.7820 -0.0025 0.0009 0.6232
1341846229.6684 -0.7692 -3.2257 1.4073 -0.7819 -0.0024 0.0011 0.6234
1341846229.6785 -0.7688 -3.2256 1.4076 -0.7816 -0.0035 0.0012 0.6238
1341846229.6885 -0.7686 -3.2258 1.4078 -0.7812 -0.0027 0.0013 0.6243
1341846229.6986 -0.7685 -3.2262 1.4081 -0.7810 -0.0021 0.0015 0.6245
1341846229.7085 -0.7682 -3.2264 1.4083 -0.7804 -0.0015 0.0012 0.6253
1341846229.7185 -0.7682 -3.2268 1.4083 -0.7803 -0.0017 0.0006 0.6254
1341846229.7285 -0.7680 -3.2268 1.4087 -0.7791 -0.0007 0.0008 0.6268
1341846229.7389 -0.7680 -3.2270 1.4089 -0.7787 -0.0002 0.0007 0.6273
1341846229.7485 -0.7679 -3.2272 1.4087 -0.7791 -0.0006 -0.0002 0.6269
1341846229.7586 -0.7679 -3.2274 1.4087 -0.7792 -0.0003 -0.0006 0.6268
1341846229.7686 -0.7679 -3.2275 1.4088 -0.7797 -0.0004 -0.0006 0.6261
1341846229.7785 -0.7678 -3.2277 1.4089 -0.7802 -0.0003 -0.0008 0.6255
1341846229.7885 -0.7679 -3.2278 1.4089 -0.7807 -0.0002 -0.0007 0.6249
1341846229.7994 -0.7679 -3.2279 1.4089 -0.7809 -0.0003 -0.0008 0.6246
1341846229.8085 -0.7679 -3.2280 1.4088 -0.7811 -0.0003 -0.0009 0.6244
1341846229.8186 -0.7678 -3.2282 1.4088 -0.7810 -0.0004 -0.0010 0.6245
